run_timestamp,run_date,iso_week,provider,device,cluster,keyword,source,advertiser_key,advertiser_name,advertiser_domain,advertiser_id,rank,approx_ads_count,headline,description,url,verified,brand_in_copy
2026-06-01T07:52:01+00:00,2026-06-01,2026-KW23,dataforseo,desktop,Marke allgemein,ergo,adv,b:ergoneers,Ergoneers,,AR02869503075347857409,1,17,,,,True,False
2026-06-01T07:52:01+00:00,2026-06-01,2026-KW23,dataforseo,desktop,Marke allgemein,ergo,adv,b:ergo-flex,Ergo Flex,,AR07542315789886423041,2,7,,,,True,False
2026-06-01T07:52:01+00:00,2026-06-01,2026-KW23,dataforseo,desktop,Marke allgemein,ergo,adv,b:ergonline,Ergonline,,AR18113734746486865921,3,7,,,,True,False
2026-06-01T07:52:01+00:00,2026-06-01,2026-KW23,dataforseo,desktop,Marke allgemein,ergo,adv,b:ergo-lab,Ergo-Lab,,AR11129800714086252545,4,5,,,,True,False
2026-06-01T07:52:01+00:00,2026-06-01,2026-KW23,dataforseo,desktop,Marke allgemein,ergo,adv,b:ergoithub,Ergoithub,,AR00163644077953253377,5,3,,,,False,False
2026-06-01T07:52:01+00:00,2026-06-01,2026-KW23,dataforseo,desktop,Marke allgemein,ergo,adv,b:ergostock,Ergostock,,AR05825690462018600961,6,3,,,,False,False
2026-06-01T07:52:01+00:00,2026-06-01,2026-KW23,dataforseo,desktop,Marke allgemein,ergo,adv,b:ergomatic,ERGOMATIC,,AR00188798172397568001,7,3,,,,True,False
2026-06-01T07:52:01+00:00,2026-06-01,2026-KW23,dataforseo,desktop,Marke allgemein,ergo,adv,b:ergohome,Ergohome,,AR18067837729529397249,8,2,,,,True,False
2026-06-01T07:52:01+00:00,2026-06-01,2026-KW23,dataforseo,desktop,Marke allgemein,ergo,adv,b:ergodyne,Ergodyne,,AR10897146957046743041,9,1,,,,True,False
2026-06-01T07:52:01+00:00,2026-06-01,2026-KW23,dataforseo,desktop,Marke allgemein,ergo,adv,b:ergono3d,ERGONO3D,,AR12978545652660174849,10,1,,,,True,False
2026-06-01T07:52:01+00:00,2026-06-01,2026-KW23,dataforseo,desktop,Marke allgemein,ergo,adv,ergo.de,ergo.de,ergo.de,,1,,,,,,False
